56028 silly lifecycle p-finally@1.0.0~preinstall: no script for preinstall, continuing
63522 silly lifecycle strip-outer@1.0.1~install: no script for install, continuing
63523 silly install style-loader@0.18.2 /home/jl/workspace/laravel/fama/node_modules/.staging/style-loader-56ced46f
63524 info lifecycle style-loader@0.18.2~install: style-loader@0.18.2
63525 silly lifecycle style-loader@0.18.2~install: no script for install, continuing
63526 silly install sum-up@1.0.3 /home/jl/workspace/laravel/fama/node_modules/.staging/sum-up-ee473585
63527 info lifecycle sum-up@1.0.3~install: sum-up@1.0.3
63528 silly lifecycle sum-up@1.0.3~install: no script for install, continuing
63529 silly install strip-dirs@1.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/strip-dirs-fc92a6ce
63530 info lifecycle strip-dirs@1.1.1~install: strip-dirs@1.1.1
63531 silly lifecycle strip-dirs@1.1.1~install: no script for install, continuing
63532 silly install tapable@0.2.8 /home/jl/workspace/laravel/fama/node_modules/.staging/tapable-13422094
63533 info lifecycle tapable@0.2.8~install: tapable@0.2.8
63534 silly lifecycle tapable@0.2.8~install: no script for install, continuing
63535 silly install enhanced-resolve@3.4.1 /home/jl/workspace/laravel/fama/node_modules/.staging/enhanced-resolve-8134a367
63536 info lifecycle enhanced-resolve@3.4.1~install: enhanced-resolve@3.4.1
63537 silly lifecycle enhanced-resolve@3.4.1~install: no script for install, continuing
63538 silly install isarray@1.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/isarray-ea259f1d
63539 info lifecycle isarray@1.0.0~install: isarray@1.0.0
63540 silly lifecycle isarray@1.0.0~install: no script for install, continuing
63541 silly install once@1.4.0 /home/jl/workspace/laravel/fama/node_modules/.staging/once-77b784a6
63542 info lifecycle once@1.4.0~install: once@1.4.0
63543 silly lifecycle once@1.4.0~install: no script for install, continuing
63544 silly install end-of-stream@1.4.1 /home/jl/workspace/laravel/fama/node_modules/.staging/end-of-stream-3b517a01
63545 info lifecycle end-of-stream@1.4.1~install: end-of-stream@1.4.1
63546 silly lifecycle end-of-stream@1.4.1~install: no script for install, continuing
63547 silly install string_decoder@1.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/string_decoder-1da113f9
63548 info lifecycle string_decoder@1.1.1~install: string_decoder@1.1.1
63549 silly lifecycle string_decoder@1.1.1~install: no script for install, continuing
63550 silly install readable-stream@2.3.6 /home/jl/workspace/laravel/fama/node_modules/.staging/readable-stream-b474da13
63551 info lifecycle readable-stream@2.3.6~install: readable-stream@2.3.6
63552 silly lifecycle readable-stream@2.3.6~install: no script for install, continuing
63553 silly install temp-dir@1.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/temp-dir-702449b8
63554 info lifecycle temp-dir@1.0.0~install: temp-dir@1.0.0
63555 silly lifecycle temp-dir@1.0.0~install: no script for install, continuing
63556 silly install tempfile@2.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/tempfile-d22b26bc
63557 info lifecycle tempfile@2.0.0~install: tempfile@2.0.0
63558 silly lifecycle tempfile@2.0.0~install: no script for install, continuing
63559 silly install exec-buffer@3.2.0 /home/jl/workspace/laravel/fama/node_modules/.staging/exec-buffer-b90a9e1c
63560 info lifecycle exec-buffer@3.2.0~install: exec-buffer@3.2.0
63561 silly lifecycle exec-buffer@3.2.0~install: no script for install, continuing
63562 silly install tether@1.4.4 /home/jl/workspace/laravel/fama/node_modules/.staging/tether-8c6d78a8
63563 info lifecycle tether@1.4.4~install: tether@1.4.4
63564 silly lifecycle tether@1.4.4~install: no script for install, continuing
63565 silly install bootstrap@4.0.0-alpha.6 /home/jl/workspace/laravel/fama/node_modules/.staging/bootstrap-b237df36
63566 info lifecycle bootstrap@4.0.0-alpha.6~install: bootstrap@4.0.0-alpha.6
63567 silly lifecycle bootstrap@4.0.0-alpha.6~install: no script for install, continuing
63568 silly install through2-filter@2.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/through2-filter-d54daa43
63569 info lifecycle through2-filter@2.0.0~install: through2-filter@2.0.0
63570 silly lifecycle through2-filter@2.0.0~install: no script for install, continuing
63571 silly install unique-stream@2.2.1 /home/jl/workspace/laravel/fama/node_modules/.staging/unique-stream-b9c0fec8
63572 info lifecycle unique-stream@2.2.1~install: unique-stream@2.2.1
63573 silly lifecycle unique-stream@2.2.1~install: no script for install, continuing
63574 silly install unique-stream@2.2.1 /home/jl/workspace/laravel/fama/node_modules/.staging/unique-stream-b3a0da29
63575 info lifecycle unique-stream@2.2.1~install: unique-stream@2.2.1
63576 silly lifecycle unique-stream@2.2.1~install: no script for install, continuing
63577 silly install thunky@1.0.2 /home/jl/workspace/laravel/fama/node_modules/.staging/thunky-fedc5c52
63578 info lifecycle thunky@1.0.2~install: thunky@1.0.2
63579 silly lifecycle thunky@1.0.2~install: no script for install, continuing
63580 silly install multicast-dns@6.2.3 /home/jl/workspace/laravel/fama/node_modules/.staging/multicast-dns-b20d8607
63581 info lifecycle multicast-dns@6.2.3~install: multicast-dns@6.2.3
63582 silly lifecycle multicast-dns@6.2.3~install: no script for install, continuing
63583 silly install bonjour@3.5.0 /home/jl/workspace/laravel/fama/node_modules/.staging/bonjour-fd6ce8f7
63584 info lifecycle bonjour@3.5.0~install: bonjour@3.5.0
63585 silly lifecycle bonjour@3.5.0~install: no script for install, continuing
63586 silly install timed-out@3.1.3 /home/jl/workspace/laravel/fama/node_modules/.staging/timed-out-6042ffcb
63587 info lifecycle timed-out@3.1.3~install: timed-out@3.1.3
63588 silly lifecycle timed-out@3.1.3~install: no script for install, continuing
63589 silly install extend-shallow@2.0.1 /home/jl/workspace/laravel/fama/node_modules/.staging/extend-shallow-cde017d5
63590 info lifecycle extend-shallow@2.0.1~install: extend-shallow@2.0.1
63591 silly lifecycle extend-shallow@2.0.1~install: no script for install, continuing
63592 silly install to-absolute-glob@0.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/to-absolute-glob-0f2fc710
63593 info lifecycle to-absolute-glob@0.1.1~install: to-absolute-glob@0.1.1
63594 silly lifecycle to-absolute-glob@0.1.1~install: no script for install, continuing
63595 silly install glob-stream@5.3.5 /home/jl/workspace/laravel/fama/node_modules/.staging/glob-stream-6c02c4d3
63596 info lifecycle glob-stream@5.3.5~install: glob-stream@5.3.5
63597 silly lifecycle glob-stream@5.3.5~install: no script for install, continuing
63598 silly install glob-stream@5.3.5 /home/jl/workspace/laravel/fama/node_modules/.staging/glob-stream-9af2c298
63599 info lifecycle glob-stream@5.3.5~install: glob-stream@5.3.5
63600 silly lifecycle glob-stream@5.3.5~install: no script for install, continuing
63601 silly install to-buffer@1.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/to-buffer-08d31f42
63602 info lifecycle to-buffer@1.1.1~install: to-buffer@1.1.1
63603 silly lifecycle to-buffer@1.1.1~install: no script for install, continuing
63604 silly install tar-stream@1.6.1 /home/jl/workspace/laravel/fama/node_modules/.staging/tar-stream-56070b0d
63605 info lifecycle tar-stream@1.6.1~install: tar-stream@1.6.1
63606 silly lifecycle tar-stream@1.6.1~install: no script for install, continuing
63607 silly install decompress-tar@4.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-tar-7357286f
63608 info lifecycle decompress-tar@4.1.1~install: decompress-tar@4.1.1
63609 silly lifecycle decompress-tar@4.1.1~install: no script for install, continuing
63610 silly install decompress-targz@4.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-targz-351fe7d9
63611 info lifecycle decompress-targz@4.1.1~install: decompress-targz@4.1.1
63612 silly lifecycle decompress-targz@4.1.1~install: no script for install, continuing
63613 silly install decompress-targz@3.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-targz-799109ad
63614 info lifecycle decompress-targz@3.1.0~install: decompress-targz@3.1.0
63615 silly lifecycle decompress-targz@3.1.0~install: no script for install, continuing
63616 silly install decompress-tarbz2@3.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-tarbz2-86197085
63617 info lifecycle decompress-tarbz2@3.1.0~install: decompress-tarbz2@3.1.0
63618 silly lifecycle decompress-tarbz2@3.1.0~install: no script for install, continuing
63619 silly install decompress-tar@3.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-tar-0537bb32
63620 info lifecycle decompress-tar@3.1.0~install: decompress-tar@3.1.0
63621 silly lifecycle decompress-tar@3.1.0~install: no script for install, continuing
63622 silly install trim-repeated@1.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/trim-repeated-e2e23ecf
63623 info lifecycle trim-repeated@1.0.0~install: trim-repeated@1.0.0
63624 silly lifecycle trim-repeated@1.0.0~install: no script for install, continuing
63625 silly install filenamify@2.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/filenamify-4ce768ae
63626 info lifecycle filenamify@2.1.0~install: filenamify@2.1.0
63627 silly lifecycle filenamify@2.1.0~install: no script for install, continuing
63628 silly install filenamify@1.2.1 /home/jl/workspace/laravel/fama/node_modules/.staging/filenamify-8fc8e0f5
63629 info lifecycle filenamify@1.2.1~install: filenamify@1.2.1
63630 silly lifecycle filenamify@1.2.1~install: no script for install, continuing
63631 silly install glob@6.0.4 /home/jl/workspace/laravel/fama/node_modules/.staging/glob-334ceba6
63632 info lifecycle glob@6.0.4~install: glob@6.0.4
63633 silly lifecycle glob@6.0.4~install: no script for install, continuing
63634 silly install true-case-path@1.0.2 /home/jl/workspace/laravel/fama/node_modules/.staging/true-case-path-33a621f0
63635 info lifecycle true-case-path@1.0.2~install: true-case-path@1.0.2
63636 silly lifecycle true-case-path@1.0.2~install: no script for install, continuing
63637 silly install node-sass@4.9.0 /home/jl/workspace/laravel/fama/node_modules/.staging/node-sass-03be5f57
63638 info lifecycle node-sass@4.9.0~install: node-sass@4.9.0
63639 verbose lifecycle node-sass@4.9.0~install: unsafe-perm in lifecycle true
63640 verbose lifecycle node-sass@4.9.0~install: PATH: /usr/share/npm/bin/node-gyp-bin:/home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/node-sass/node_modules/.bin:/home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/.bin:/home/jl/workspace/laravel/fama/node_modules/.bin:/home/jl/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin
63641 verbose lifecycle node-sass@4.9.0~install: CWD: /home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/node-sass
63642 silly lifecycle node-sass@4.9.0~install: Args: [ '-c', 'node scripts/install.js' ]
63643 silly lifecycle node-sass@4.9.0~install: Returned: code: 0  signal: null
63644 silly install type-is@1.6.16 /home/jl/workspace/laravel/fama/node_modules/.staging/type-is-5c295200
63645 info lifecycle type-is@1.6.16~install: type-is@1.6.16
63646 silly lifecycle type-is@1.6.16~install: no script for install, continuing
63647 silly install body-parser@1.18.2 /home/jl/workspace/laravel/fama/node_modules/.staging/body-parser-91fb984c
63648 info lifecycle body-parser@1.18.2~install: body-parser@1.18.2
63649 silly lifecycle body-parser@1.18.2~install: no script for install, continuing
63650 silly install commander@2.13.0 /home/jl/workspace/laravel/fama/node_modules/.staging/commander-35559a7c
63651 info lifecycle commander@2.13.0~install: commander@2.13.0
63652 silly lifecycle commander@2.13.0~install: no script for install, continuing
63653 silly install fast-deep-equal@2.0.1 /home/jl/workspace/laravel/fama/node_modules/.staging/fast-deep-equal-017da5f6
63654 info lifecycle fast-deep-equal@2.0.1~install: fast-deep-equal@2.0.1
63655 silly lifecycle fast-deep-equal@2.0.1~install: no script for install, continuing
63656 silly install json-schema-traverse@0.4.1 /home/jl/workspace/laravel/fama/node_modules/.staging/json-schema-traverse-8ff53ff8
63657 info lifecycle json-schema-traverse@0.4.1~install: json-schema-traverse@0.4.1
63658 silly lifecycle json-schema-traverse@0.4.1~install: no script for install, continuing
63659 silly install source-map@0.6.1 /home/jl/workspace/laravel/fama/node_modules/.staging/source-map-75f537e3
63660 info lifecycle source-map@0.6.1~install: source-map@0.6.1
63661 silly lifecycle source-map@0.6.1~install: no script for install, continuing
63662 silly install uglify-es@3.3.9 /home/jl/workspace/laravel/fama/node_modules/.staging/uglify-es-623c6f26
63663 info lifecycle uglify-es@3.3.9~install: uglify-es@3.3.9
63664 silly lifecycle uglify-es@3.3.9~install: no script for install, continuing
63665 silly install unbzip2-stream@1.2.5 /home/jl/workspace/laravel/fama/node_modules/.staging/unbzip2-stream-1693d671
63666 info lifecycle unbzip2-stream@1.2.5~install: unbzip2-stream@1.2.5
63667 silly lifecycle unbzip2-stream@1.2.5~install: no script for install, continuing
63668 silly install decompress-tarbz2@4.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/decompress-tarbz2-50ecdc14
63669 info lifecycle decompress-tarbz2@4.1.1~install: decompress-tarbz2@4.1.1
63670 silly lifecycle decompress-tarbz2@4.1.1~install: no script for install, continuing
63671 silly install unique-slug@2.0.0 /home/jl/workspace/laravel/fama/node_modules/.staging/unique-slug-8355e1aa
63672 info lifecycle unique-slug@2.0.0~install: unique-slug@2.0.0
63673 silly lifecycle unique-slug@2.0.0~install: no script for install, continuing
63674 silly install unique-filename@1.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/unique-filename-29e15da4
63675 info lifecycle unique-filename@1.1.0~install: unique-filename@1.1.0
63676 silly lifecycle unique-filename@1.1.0~install: no script for install, continuing
63677 silly install cacache@10.0.4 /home/jl/workspace/laravel/fama/node_modules/.staging/cacache-3da7a054
63678 info lifecycle cacache@10.0.4~install: cacache@10.0.4
63679 silly lifecycle cacache@10.0.4~install: no script for install, continuing
63680 silly install unquote@1.1.1 /home/jl/workspace/laravel/fama/node_modules/.staging/unquote-faeed51c
63681 info lifecycle unquote@1.1.1~install: unquote@1.1.1
63682 silly lifecycle unquote@1.1.1~install: no script for install, continuing
63683 silly install unzip-response@1.0.2 /home/jl/workspace/laravel/fama/node_modules/.staging/unzip-response-5ca9fc1b
63684 info lifecycle unzip-response@1.0.2~install: unzip-response@1.0.2
63685 silly lifecycle unzip-response@1.0.2~install: no script for install, continuing
63686 silly install upath@1.1.0 /home/jl/workspace/laravel/fama/node_modules/.staging/upath-daeccd5f
63687 info lifecycle upath@1.1.0~install: upath@1.1.0
63688 silly lifecycle upath@1.1.0~install: no script for install, continuing
63689 silly install upper-case@1.1.3 /home/jl/workspace/laravel/fama/node_modules/.staging/upper-case-2dd17d18
63690 info lifecycle upper-case@1.1.3~install: upper-case@1.1.3
